name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w768_d4_a0.03,1920064,50,50,final_epoch,1.3022538423538208,0.5584571957588196,0.8585488200187683,0.9473347663879395,0.5626611642655888,0.8642573749763542,0.95269984368933,0.905200719833374,0.6620448231697083,0.9290981292724609,0.9825102686882019,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_768x4_e50\w768_d4_a0.03
