name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w1024_d4_a0.03,3346496,50,50,final_epoch,1.658315896987915,0.5419338345527649,0.8396185040473938,0.9341379404067993,0.5471060124849414,0.84831766907936,0.9437356258898258,0.7171720862388611,0.7315985560417175,0.9588653445243835,0.9919965267181396,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_1024x4_e50\w1024_d4_a0.03
