epoch,accuracy,loss,top3,top5,val_accuracy,val_loss,val_top3,val_top5
0,0.38418909907341003,1.943799376487732,0.6585044860839844,0.7864309549331665,0.4341827630996704,1.6964492797851562,0.72647625207901,0.8514862060546875
1,0.4568743407726288,1.601392149925232,0.7535131573677063,0.8733770251274109,0.4683533012866974,1.55890953540802,0.7653087377548218,0.882648766040802
2,0.48389095067977905,1.4979145526885986,0.7833033204078674,0.8959975838661194,0.4855561852455139,1.487277865409851,0.7861530780792236,0.8988498449325562
3,0.5019239187240601,1.4303053617477417,0.8020210862159729,0.9096661806106567,0.5007964968681335,1.4334733486175537,0.8003093600273132,0.9098314046859741
4,0.5156652331352234,1.3784680366516113,0.8158466815948486,0.9193907976150513,0.5116274952888489,1.3870081901550293,0.8132995963096619,0.9185965061187744
5,0.5263852477073669,1.3384283781051636,0.8264894485473633,0.9265633821487427,0.5173460245132446,1.365082025527954,0.8190765976905823,0.923099160194397
6,0.5348535776138306,1.3056546449661255,0.8349754214286804,0.9323573708534241,0.5248367190361023,1.338897466659546,0.8259027600288391,0.9268301725387573
7,0.5422596335411072,1.2779918909072876,0.8423079252243042,0.9372367858886719,0.5288764238357544,1.3203718662261963,0.8310376405715942,0.9305214285850525
8,0.5484926104545593,1.253713607788086,0.8484780788421631,0.9412280917167664,0.5358917117118835,1.2919021844863892,0.8373385667800903,0.93474280834198
9,0.5538229942321777,1.2341632843017578,0.8535735607147217,0.9445100426673889,0.5396986603736877,1.2752602100372314,0.8424286246299744,0.9381179213523865
10,0.5587889552116394,1.2152729034423828,0.8583170175552368,0.9475436806678772,0.543258011341095,1.26284658908844,0.845335841178894,0.9398477673530579
11,0.562796413898468,1.2005430459976196,0.8623157739639282,0.9498921036720276,0.5466418266296387,1.2512387037277222,0.8490133285522461,0.9422857761383057
12,0.5664599537849426,1.1872044801712036,0.8656039834022522,0.9519399404525757,0.5475776791572571,1.2476977109909058,0.849606990814209,0.942804753780365
13,0.5698629021644592,1.1752945184707642,0.8686679601669312,0.9538172483444214,0.552262008190155,1.2330548763275146,0.8539354205131531,0.9450212121009827
14,0.5730995535850525,1.1634434461593628,0.8716444969177246,0.9556913375854492,0.5529825687408447,1.2327059507369995,0.8548874258995056,0.945675790309906
15,0.5755268335342407,1.1542701721191406,0.8739112019538879,0.9570419788360596,0.5549140572547913,1.2284138202667236,0.8562228083610535,0.9468767642974854
16,0.5784713625907898,1.1446679830551147,0.8764498829841614,0.9583886861801147,0.5552164912223816,1.2216689586639404,0.8577112555503845,0.94795823097229
17,0.5808489918708801,1.1367135047912598,0.8784387707710266,0.9596009850502014,0.5567758679389954,1.2191001176834106,0.8590515851974487,0.9484075307846069
18,0.5833621025085449,1.128948450088501,0.8802969455718994,0.9606314301490784,0.5585045218467712,1.2142285108566284,0.8590752482414246,0.9484560489654541
19,0.5852049589157104,1.122146725654602,0.881918728351593,0.9615926742553711,0.5585966110229492,1.2130637168884277,0.8608723282814026,0.9494752883911133
20,0.5872309803962708,1.1155565977096558,0.8834247589111328,0.9624629020690918,0.5592710971832275,1.210898995399475,0.8612942099571228,0.9499432444572449
21,0.5889908671379089,1.1096363067626953,0.8850156664848328,0.9631801843643188,0.5610868334770203,1.2071715593338013,0.8620060682296753,0.9502581357955933
22,0.5904203653335571,1.1044645309448242,0.8862637877464294,0.963936984539032,0.5613170862197876,1.208901286125183,0.8624963760375977,0.9504323601722717
23,0.5924898386001587,1.0990874767303467,0.8876860737800598,0.9646393656730652,0.5637314319610596,1.200599193572998,0.8639873266220093,0.951343297958374
24,0.5939938426017761,1.093684434890747,0.8889135122299194,0.9652647376060486,0.563633143901825,1.199771761894226,0.8647788166999817,0.951660692691803
25,0.5953685641288757,1.0892494916915894,0.8899010419845581,0.9658806324005127,0.5620750188827515,1.2076834440231323,0.8628137707710266,0.9505318999290466
26,0.5968043804168701,1.0844520330429077,0.8912125825881958,0.9665392637252808,0.5643163919448853,1.2008678913116455,0.8646630644798279,0.9514179825782776
27,0.598301887512207,1.080339789390564,0.8920965194702148,0.9669502973556519,0.56385338306427,1.200036883354187,0.8649493455886841,0.9516482353210449
28,0.5994015336036682,1.0765507221221924,0.8929803967475891,0.9674594402313232,0.5660524368286133,1.19910728931427,0.8662635087966919,0.9521024823188782
29,0.6005648374557495,1.0726637840270996,0.893916130065918,0.9679126143455505,0.5653866529464722,1.1935287714004517,0.8658901453018188,0.952519416809082
30,0.6019992828369141,1.068701982498169,0.8948986530303955,0.9683648347854614,0.5650033354759216,1.197846531867981,0.8655715584754944,0.952025294303894
