name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w1024_d6_a0.03,5445696,50,50,final_epoch,1.8350183963775635,0.5394161939620972,0.8322323560714722,0.9249111413955688,0.5446729921048178,0.8436743959140192,0.9398179030475603,0.6604045629501343,0.7521774768829346,0.9673801064491272,0.9944418668746948,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_1024x6_e50\w1024_d6_a0.03
