name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w384_d4_a0.03,517696,50,50,final_epoch,1.1868538856506348,0.5621222853660583,0.8667712807655334,0.9548192620277405,0.5667979211676507,0.872459951613385,0.9594911440547187,1.1289304494857788,0.5810804963111877,0.8807414174079895,0.9619783163070679,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_384x4_e50\w384_d4_a0.03
