epoch,loss,accuracy,top3,top5,val_loss,val_accuracy,val_top3,val_top5
1,1.7805612087249756,0.41809192299842834,0.7052786946296692,0.8304800987243652,1.5495144128799438,0.470808744430542,0.7707124352455139,0.8876380324363708
2,1.4587512016296387,0.49428871273994446,0.7963892221450806,0.9063108563423157,1.4216586351394653,0.5047092437744141,0.807660698890686,0.9148231148719788
3,1.3503786325454712,0.5248434543609619,0.8264691829681396,0.9269916415214539,1.3512219190597534,0.522545576095581,0.8255468606948853,0.9273703098297119
4,1.2786500453948975,0.5453015565872192,0.8454434871673584,0.9390979409217834,1.3073233366012573,0.5344866514205933,0.8375065922737122,0.9356935620307922
5,1.2250957489013672,0.5603554844856262,0.8589416146278381,0.947295069694519,1.2738515138626099,0.5437309145927429,0.8457913398742676,0.940554678440094
6,1.1830027103424072,0.5722963809967041,0.8690965175628662,0.9533465504646301,1.256615161895752,0.5474445223808289,0.8519404530525208,0.9440716505050659
7,1.1480786800384521,0.5828759670257568,0.8773015737533569,0.9578847885131836,1.2314348220825195,0.5553932189941406,0.8569135069847107,0.9471817016601562
8,1.1192541122436523,0.5912621021270752,0.8840824365615845,0.9615811705589294,1.2216248512268066,0.557420551776886,0.8592158555984497,0.9488580226898193
9,1.095224380493164,0.5987911224365234,0.8894308805465698,0.9644701480865479,1.2166801691055298,0.5597378015518188,0.8604989647865295,0.9496371150016785
10,1.0736457109451294,0.6053792238235474,0.8944579362869263,0.9670107960700989,1.2116639614105225,0.5612175464630127,0.862811267375946,0.9508280754089355
11,1.0542140007019043,0.6118658185005188,0.8988088965415955,0.9691570997238159,1.2088454961776733,0.5632734894752502,0.863592803478241,0.9510247111320496
12,1.0361628532409668,0.6177938580513,0.9027420282363892,0.970956027507782,1.2111034393310547,0.5635584592819214,0.8635678887367249,0.9512736201286316
13,1.0196654796600342,0.6233683228492737,0.9063343405723572,0.9727053642272949,1.2149925231933594,0.5652522444725037,0.864563524723053,0.9517838954925537
14,1.0039860010147095,0.6287422776222229,0.9096378684043884,0.9742215275764465,1.219948172569275,0.5650954246520996,0.8636662364006042,0.951155424118042
15,0.9892061352729797,0.6338937878608704,0.9128398299217224,0.9756081700325012,1.22519850730896,0.5644221305847168,0.8638479113578796,0.9509612321853638
16,0.9747937917709351,0.6389381289482117,0.9157081246376038,0.9767388105392456,1.2281603813171387,0.5651688575744629,0.8638578653335571,0.9511504173278809
17,0.9613234400749207,0.6437203288078308,0.9184409379959106,0.9779147505760193,1.2390588521957397,0.5635510087013245,0.8625237941741943,0.9501684904098511
18,0.9484217762947083,0.6482537388801575,0.9210891127586365,0.9789431691169739,1.2526583671569824,0.5628565549850464,0.8618579506874084,0.9497092962265015
19,0.9363265633583069,0.6525722146034241,0.9233704209327698,0.9798351526260376,1.2597211599349976,0.5622255802154541,0.8609021902084351,0.9491467475891113
20,0.9243607521057129,0.6570552587509155,0.9256390333175659,0.9807749390602112,1.2754216194152832,0.5608603358268738,0.8605225682258606,0.9486576914787292
21,0.9134045839309692,0.6610076427459717,0.9277069568634033,0.9816028475761414,1.2815097570419312,0.5607794523239136,0.8596788048744202,0.9478611946105957
