name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w512_d6_a0.03,1412160,50,50,final_epoch,1.2128897905349731,0.5655086040496826,0.8657146692276001,0.9519643187522888,0.5691674714509015,0.8704687328879641,0.9562840373950877,1.0199673175811768,0.6185376048088074,0.9058343768119812,0.9736412167549133,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_512x6_e50\w512_d6_a0.03
