epoch,accuracy,loss,top3,top5,val_accuracy,val_loss,val_top3,val_top5
0,0.3703173100948334,1.9825794696807861,0.644419252872467,0.7766110897064209,0.4185081422328949,1.732267141342163,0.7107120156288147,0.8411256074905396
1,0.43517595529556274,1.663817286491394,0.7307438850402832,0.8571356534957886,0.44238656759262085,1.6338930130004883,0.7382630109786987,0.863035261631012
2,0.45713117718696594,1.5746880769729614,0.756439745426178,0.8776567578315735,0.4595695436000824,1.5606967210769653,0.7601738572120667,0.881770133972168
3,0.4723219871520996,1.5168708562850952,0.7731793522834778,0.8904469013214111,0.47404196858406067,1.5093523263931274,0.7751665115356445,0.8923895359039307
4,0.4841456115245819,1.4743930101394653,0.785760760307312,0.8995763063430786,0.48702844977378845,1.4643926620483398,0.7892382144927979,0.9021701812744141
5,0.4938453435897827,1.4409096240997314,0.795813798904419,0.9065123200416565,0.4910084009170532,1.4488532543182373,0.7936089634895325,0.905719518661499
6,0.5015163421630859,1.4137537479400635,0.8037306070327759,0.9121702909469604,0.49878036975860596,1.4263931512832642,0.8000243902206421,0.9102134704589844
7,0.5078445672988892,1.3921520709991455,0.8101866245269775,0.9165183305740356,0.5037969946861267,1.4035526514053345,0.8069998621940613,0.9148828387260437
8,0.5133309960365295,1.372408390045166,0.8154643177986145,0.9204265475273132,0.5096138715744019,1.3788384199142456,0.8125354647636414,0.9185118675231934
9,0.5179428458213806,1.3561160564422607,0.8202936053276062,0.9236360192298889,0.5133212804794312,1.3697360754013062,0.8156728744506836,0.920776903629303
10,0.5223101377487183,1.3405282497406006,0.8246195316314697,0.9267877340316772,0.5174455642700195,1.3513294458389282,0.8208388686180115,0.9244706034660339
11,0.5259403586387634,1.3264470100402832,0.828685998916626,0.9293621778488159,0.5210384726524353,1.343609094619751,0.8239227533340454,0.9263560175895691
12,0.5293450355529785,1.314723014831543,0.8320687413215637,0.9317628145217896,0.5216184258460999,1.3375170230865479,0.8248350024223328,0.9275233745574951
13,0.5326558947563171,1.3028236627578735,0.8353209495544434,0.933854341506958,0.5235449075698853,1.3280072212219238,0.8291633725166321,0.930522620677948
14,0.5356226563453674,1.2927649021148682,0.838187038898468,0.935733437538147,0.5257128477096558,1.3197649717330933,0.8295180797576904,0.9307877421379089
15,0.5385021567344666,1.282310128211975,0.8411716818809509,0.9378114342689514,0.5291302800178528,1.3126490116119385,0.8329939842224121,0.933266818523407
