name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w256_d4_a0.03,246848,50,50,final_epoch,1.3070590496063232,0.528292715549469,0.833699643611908,0.9336588382720947,0.536431835604982,0.8454913830009657,0.9443305024840454,1.2871654033660889,0.5350708961486816,0.8395202159881592,0.9373220205307007,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_256x4_e50\w256_d4_a0.03
