name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w512_d4_a0.03,886848,50,50,final_epoch,1.173451542854309,0.5704107284545898,0.8714394569396973,0.956895112991333,0.5739787536961998,0.8755625192899315,0.9602901205682938,1.049656629562378,0.6080803275108337,0.8991526961326599,0.9707900881767273,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_512x4_e50\w512_d4_a0.03
