name,params,epochs_ran,selected_epoch,selection_rule,selected_val_loss,selected_val_accuracy,selected_val_top3,selected_val_top5,selected_val_legal_top1,selected_val_legal_top3,selected_val_legal_top5,final_loss,final_accuracy,final_top3,final_top5,output_dir
w768_d6_a0.03,3101248,50,50,final_epoch,1.4480571746826172,0.5499285459518433,0.8461808562278748,0.9366008639335632,0.5543042681773379,0.8540984259415976,0.9458761860196533,0.8466664552688599,0.6817598938941956,0.9406751990318298,0.9869675040245056,src\tools\policy_network_human_like_ai\10_train_policy_network\trained\wthor_final_arch_768x6_e50\w768_d6_a0.03
