epoch,loss,accuracy,top3,top5,val_loss,val_accuracy,val_top3,val_top5
1,1.8322312831878662,0.40584561228752136,0.6898563504219055,0.8170252442359924,1.6104754209518433,0.45342662930488586,0.7519725561141968,0.8734692335128784
2,1.518362045288086,0.47700586915016174,0.7777696251869202,0.8929423093795776,1.483636736869812,0.4842084050178528,0.7883981466293335,0.9010389447212219
3,1.4171189069747925,0.5051625967025757,0.8072676658630371,0.9138115048408508,1.4118242263793945,0.5053675770759583,0.8082219958305359,0.9160340428352356
4,1.3482820987701416,0.524524450302124,0.8261653780937195,0.9266362190246582,1.3624178171157837,0.5192849636077881,0.8222787380218506,0.9249335527420044
5,1.297153115272522,0.5390526652336121,0.8395902514457703,0.9355403780937195,1.32351553440094,0.5290419459342957,0.8321191072463989,0.9317111372947693
6,1.2582584619522095,0.549971878528595,0.8497487306594849,0.9417223334312439,1.2974534034729004,0.536623477935791,0.8397703766822815,0.9369044899940491
7,1.2256324291229248,0.5590807795524597,0.857674241065979,0.9468218684196472,1.2712302207946777,0.5436350703239441,0.8452872633934021,0.9405720829963684
8,1.1980335712432861,0.5665196776390076,0.8646522164344788,0.9508604407310486,1.2569043636322021,0.5469081401824951,0.8490195870399475,0.9426852464675903
9,1.1742292642593384,0.573375403881073,0.8702743053436279,0.9542415142059326,1.2395102977752686,0.5505520701408386,0.8536006212234497,0.9456957578659058
10,1.1536402702331543,0.5794699192047119,0.875228226184845,0.9570598602294922,1.2341089248657227,0.5517219305038452,0.8545153141021729,0.9464399218559265
11,1.1353940963745117,0.5845308899879456,0.8795591592788696,0.9594603776931763,1.2177581787109375,0.5579681396484375,0.8588399887084961,0.9490185976028442
12,1.1191773414611816,0.5892907977104187,0.8834112286567688,0.9616435170173645,1.2055330276489258,0.5611565709114075,0.8618380427360535,0.9505293965339661
13,1.1056379079818726,0.593265950679779,0.8864545226097107,0.9634421467781067,1.2053239345550537,0.5620700120925903,0.862273633480072,0.9505306482315063
14,1.0927034616470337,0.5972424745559692,0.8894729018211365,0.9650519490242004,1.204453706741333,0.5625790357589722,0.8639748692512512,0.951880931854248
15,1.0811346769332886,0.6007089018821716,0.8922049403190613,0.9664358496665955,1.2003445625305176,0.5629710555076599,0.8647091388702393,0.95216965675354
16,1.0702532529830933,0.6043498516082764,0.894630491733551,0.9675894975662231,1.199076533317566,0.564551591873169,0.8652218580245972,0.9527421593666077
17,1.0611070394515991,0.6073079109191895,0.896889865398407,0.9686205983161926,1.1962766647338867,0.56573885679245,0.8660022020339966,0.9527148008346558
18,1.0513057708740234,0.6103955507278442,0.8990338444709778,0.9697527885437012,1.1952041387557983,0.566493034362793,0.866597056388855,0.9533917903900146
19,1.0429774522781372,0.6131977438926697,0.9008217453956604,0.9707279801368713,1.2012966871261597,0.5657861232757568,0.8661478161811829,0.95265132188797
20,1.0351135730743408,0.6158219575881958,0.9026782512664795,0.9714996218681335,1.199097752571106,0.5659715533256531,0.8670351505279541,0.9536643624305725
21,1.0272572040557861,0.6184266805648804,0.9043676853179932,0.9722537994384766,1.1996245384216309,0.5658757090568542,0.8671446442604065,0.9531416296958923
22,1.020666480064392,0.620763897895813,0.9058631062507629,0.9729239344596863,1.205122470855713,0.5658645629882812,0.8664116263389587,0.953188955783844
23,1.0142780542373657,0.6230001449584961,0.9071875810623169,0.9736183881759644,1.2096753120422363,0.5666784644126892,0.8666368722915649,0.9525082111358643
24,1.0072622299194336,0.6254692673683167,0.9087063670158386,0.9742535352706909,1.2073029279708862,0.5669049620628357,0.8672329783439636,0.9535647630691528
25,1.0014482736587524,0.6275416612625122,0.9099714159965515,0.974684476852417,1.2113986015319824,0.5656031966209412,0.8662149906158447,0.9526948928833008
26,0.9952952861785889,0.6297613978385925,0.9112999439239502,0.97536301612854,1.21293306350708,0.5666709542274475,0.8662511110305786,0.9533395171165466
27,0.9897399544715881,0.6315701603889465,0.9124996662139893,0.9758247137069702,1.214163899421692,0.5661931037902832,0.8666704893112183,0.9532150626182556
28,0.9844871759414673,0.6336724162101746,0.9135363101959229,0.9763423204421997,1.220935583114624,0.565863311290741,0.8655043840408325,0.9524248242378235
29,0.9793767333030701,0.6354102492332458,0.9145126342773438,0.9767033457756042,1.2262593507766724,0.564780592918396,0.8650912046432495,0.9521186351776123
30,0.9749447107315063,0.6368309855461121,0.9155178666114807,0.97713303565979,1.2277569770812988,0.5657139420509338,0.8648248910903931,0.9517191648483276
31,0.9694845676422119,0.6388752460479736,0.9166642427444458,0.9776221513748169,1.2353699207305908,0.5645440816879272,0.8641677498817444,0.951198935508728
32,0.9652963876724243,0.6404750943183899,0.9174702167510986,0.9779632687568665,1.237323522567749,0.5647755861282349,0.8643220663070679,0.9513980746269226
33,0.9611588716506958,0.6420923471450806,0.918274462223053,0.9782736301422119,1.2371412515640259,0.5649212002754211,0.8644452691078186,0.9518622756004333
34,0.9571773409843445,0.6431117653846741,0.919209897518158,0.9786003232002258,1.2410908937454224,0.5635622143745422,0.8640134334564209,0.951411783695221
35,0.952948272228241,0.6447796821594238,0.9199236035346985,0.978981614112854,1.244610071182251,0.5637189745903015,0.8634185791015625,0.9512388110160828
36,0.9486750364303589,0.6464014649391174,0.9207537174224854,0.9793043732643127,1.2513585090637207,0.5635360479354858,0.8629444241523743,0.9504647254943848
37,0.945106565952301,0.6475722193717957,0.9214928150177002,0.9795668125152588,1.255770206451416,0.5632498264312744,0.8623731732368469,0.9503688812255859
38,0.9412881731987,0.6489911079406738,0.9221352934837341,0.9798860549926758,1.2585185766220093,0.5621222853660583,0.8617696166038513,0.9498698115348816
39,0.9378036856651306,0.6503673791885376,0.9228354692459106,0.9801920652389526,1.2608259916305542,0.5612499117851257,0.8624204993247986,0.9501747488975525
40,0.9347058534622192,0.6514190435409546,0.9235336184501648,0.9804280400276184,1.2693182229995728,0.5614004731178284,0.861335277557373,0.9494665861129761
41,0.9310762286186218,0.6528153419494629,0.9242607355117798,0.9806123971939087,1.2707414627075195,0.5600290298461914,0.860175371170044,0.948872983455658
42,0.9280785918235779,0.6538248062133789,0.9249337315559387,0.9808410406112671,1.2767760753631592,0.5610370635986328,0.8606669306755066,0.9493458867073059
43,0.9249107837677002,0.6548995971679688,0.9253118634223938,0.9811170101165771,1.2772866487503052,0.560103714466095,0.8604615926742554,0.94908207654953
44,0.9215726852416992,0.6561092734336853,0.9260289072990417,0.981312096118927,1.2842005491256714,0.5588093996047974,0.8600459694862366,0.9487298727035522
45,0.9186620116233826,0.6571731567382812,0.9266013503074646,0.981543242931366,1.2873047590255737,0.5608180165290833,0.8599016070365906,0.9484162330627441
46,0.9160072803497314,0.6582215428352356,0.9270769357681274,0.9817594885826111,1.2896713018417358,0.5600713491439819,0.8594722151756287,0.9482407569885254
47,0.9133809208869934,0.6590054035186768,0.9276745915412903,0.9819555282592773,1.2957448959350586,0.5598224401473999,0.8593564629554749,0.9483104348182678
48,0.9106926918029785,0.6600139141082764,0.9280896186828613,0.982094407081604,1.2984274625778198,0.5578324794769287,0.8582600951194763,0.9477466940879822
49,0.9084445834159851,0.6609073281288147,0.9285368919372559,0.9823006987571716,1.3018497228622437,0.5581821799278259,0.8578182458877563,0.9472177624702454
